Parada;nodo Inter Urbano;TIPO MOBILIARIO (ACTUAL);DISTRITO;DIRECCIÓN;VIAL;Nº;emplazamiento;sentido;Direccion_completa;Coord ED50_X;Coord ED50_Y;CONT PILAS;nº_linea EMT;X ETRS89 U.T.M.;Y ETRS89 U.T.M.;Longitud;Latitud
303;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;COSTA RICA;CALLE;27;DESP PZA JOSE Mª SOLER;PZA REPUBLICA DOMINI;COSTA RICA, CALLE Nº27 DESP PZA JOSE Mª SOLER PZA REPUBLICA DOMINI;443363;4479125;SI;7, 11, 40, 87;443253,593;4478917,505;-3.66929595;40.45908128
305;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;ALFONSO XIII;AV;116;ANT C/ DEL ASTER;C/ FRAY BERNARDINO;ALFONSO XIII, AV Nº116  ANTES C/ DEL ASTER C/ FRAY BERNARDINO;443559,5625;4478958,5;SI;40;443450,155;4478751,002;-3.666962885;40.45759475
306;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;ALFONSO XIII;AV;75;DESP.C/ OCTAVA;C/ CORAZON DE MARIA;ALFONSO XIII, AV Nº75 DESP.C/ OCTAVA C/ CORAZON DE MARIA;443549;4478697;SI;40;443439,59;4478489,501;-3.6670642;40.45523832
308;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;ALFONSO XIII;AV;51;ESQ C/PINTOR RIBERA;C/CORAZON DE MARIA;ALFONSO XIII, AV Nº51 ESQ C/PINTOR RIBERA C/CORAZON DE MARIA;443514;4478475;SI;40;443404,589;4478267,501;-3.667457214;40.45323605
311;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;ALFONSO XIII;AV;34;DESP C/ LOPEZ DE HOYOS;C/ FRAY BERNARDINO;ALFONSO XIII, AV Nº34  DESPUÉS C/ LOPEZ DE HOYOS  C/ FRAY BERNARDINO;443523;4478230;SI;40, 43;443413,588;4478022,5;-3.667329284;40.45102959
313;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;CORAZON DE MARIA;CALLE;80;ESQ.HUELVA;ALFONSO XIII;CORAZON DE MARIA, CALLE Nº80 ESQ.HUELVA ALFONSO XIII;443638,0938;4477955;SI;40, 43, 72;443528,68;4477747,497;-3.665947619;40.44856007
317;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;CHAMBERI;PZA;0;FTE Nº 9;C/ STA ENGRACIA;CHAMBERI, PZA Nº0 FTE Nº 9 C/ STA ENGRACIA;440978;4476214;SI;40, 147;440868,593;4476006,526;-3.697154005;40.4326917
320;;MARQUESINA MOD XXI 4-M STD;CENTRO;VALENCIA;RDA;16;ANT GTA. EMBAJADORES;GTA EMBAJADORES;VALENCIA, RONDA Nº16 (2ª MAR) ANTES GTA. EMBAJADORES GTA EMBAJADORES;440573,4375;4473200;SI;34, 36, 41, 119, C1, N12, N15;440464,026;4472992,525;-3.701641878;40.40551136
321;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;VALENCIA;RDA;9;ESQ. C/ ALONSO DEL BARCO (2ª MQ);RONDA DE ATOCHA;VALENCIA, RONDA Nº9 ESQ. C/ ALONSO DEL BARCO (2ª MQ) RONDA DE ATOCHA;440590;4473176;SI;34, 36, 41, 119, N12, N15;440480,588;4472968,525;-3.701444455;40.40529634
326;;MARQUESINA MOD XXI 4-M STD;ARGANZUELA;ACACIAS;Pº;0;FTE Nº 43;GTA PIRAMIDES;ACACIAS, Pº Nº0 FTE Nº 43 GTA PIRAMIDES;439858;4472948;SI;34, 36, 62, 116, 118, 119, N12, N15;439748,591;4472740,531;-3.710049175;40.40318983
328;;MARQUESINA MOD XXI 4-M REDUCIDA ;ARGANZUELA;ACACIAS;Pº;69;ESQ GTA PIRAMIDES A 25MTS;GTA EMBAJADORES;ACACIAS, Pº Nº69 ESQ GTA PIRAMIDES A 25MTS GTA EMBAJADORES;439585,25;4472727,5;SI;34, 36, 62, 116, 118, 119, N12, N15;439475,842;4472520,032;-3.713242368;40.40118371
330;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;3;ANTES GTA M.VALDILLO 2º MARQUESINA;GTA.MQUES VALDI;GENERAL RICARDOS, CALLE Nº3 ANTES GTA M.VALDILLO 2º MARQUESINA GTA.MQUES VALDI;439292;4472293;SI;34, 35, 118, 119, N26;439182,592;4472085,533;-3.716656525;40.3972482
334;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;83;DESP Cº VIEJO DE LEGANES;GTA MARQUES VADILLO;GENERAL RICARDOS, CALLE Nº83 85 DESP. Cº VIEJO DE LEGANES GTA MARQUES VADILLO;438743,4688;4471909,5;SI;34, 35, 118, 119, N26;438634,063;4471702,037;-3.723083016;40.39375327
336;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;107;FTE Nº 108;MARQUES VADILLO;GENERAL RICARDOS, CALLE Nº107 FTE Nº 108  MARQUES VADILLO;438547;4471774;SI;34, 35, 119, N26;438437,595;4471566,538;-3.725384824;40.39251815
337;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;142;DESP. C/ PEDRO DIEZ;EUGENIA MONTIJO;GENERAL RICARDOS, CALLE Nº142 DESP. C/ PEDRO DIEZ EUGENIA MONTIJO;438244;4471565;SI;34, 35, 118, N26;438134,596;4471357,539;-3.728934574;40.39061296
343;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;218;ANT. Pº MARCELINO CAMACHO;EUGENIA DE MONTIJO;GENERAL RICARDOS, CALLE Nº218 ANT. Pº MARCELINO CAMACHO EUGENIA DE MONTIJO;437367,625;4470935;SI;34, 35, N17;437258,221;4470727,544;-3.739197972;40.38487219
345;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;0;DESP.C/ NUESTRA SRA. DE LA LUZ;AV. DE LOS POBLADOS;GENERAL RICARDOS, CALLE Nº0 DESP.C/ NUESTRA SRA. DE LA LUZ AV. DE LOS POBLADOS;437061;4470700;SI;34;436951,596;4470492,546;-3.742787064;40.38273209
348;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;GENERAL RICARDOS;CALLE;0;DESP.  C/ EUGENIA DE MONTIJO;GTA MARQUES VADILLO;GENERAL RICARDOS, CALLE Nº0 DESP.  C/ EUGENIA DE MONTIJO GTA MARQUES VADILLO;436876,4688;4470486,5;SI;34;436767,065;4470279,048;-3.74493978;40.38079483
350;;MARQUESINA MOD XXI 4-M REDUCIDA;CARABANCHEL;EUGENIA DE MONTIJO;CALLE;55;FTE Nº 66;C/ GENERAL RICARDOS;EUGENIA DE MONTIJO, CALLE Nº55 FTE Nº 66 C/ GENERAL RICARDOS;436772;4470404;SI;34;436662,596;4470196,549;-3.74616225;40.38004371
351;;MARQUESINA MOD XXI 5-M REDUCIDA ;CARABANCHEL;EUGENIA DE MONTIJO;CALLE;88;-;JOAQUIN TURINA;EUGENIA DE MONTIJO, CALLE Nº88 - JOAQUIN TURINA;436597,2813;4470220,5;SI;34;436487,877;4470013,05;-3.748202181;40.37837738
353;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;DON BOSCO;RDA;0;FTE Nº 1;JOAQUIN TURINA;DON BOSCO, RDA Nº0 FTE Nº 1 JOAQUIN TURINA;436324;4469938;SI;34, 139;436214,596;4469730,553;-3.751393129;40.37581165
354;;MARQUESINA MOD XXI 4-M STD;CARABANCHEL;DON BOSCO;RDA;0;ESQ C/ AZCOITIA;JOAQUIN TURINA;DON BOSCO, RDA Nº0 ESQ C/ AZCOITIA JOAQUIN TURINA;436154;4469813;SI;34;436044,596;4469605,554;-3.753383081;40.37467259
355;7606;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;JOAQUIN TURINA;CALLE;0;FTE Nº 37;AV AVIACION;JOAQUIN TURINA, CALLE Nº0 FTE Nº 37 AV AVIACION;436047;4469531;SI;34;435937,595;4469323,555;-3.754615147;40.372124
358;7584;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;JOAQUIN TURINA;CALLE;0;FTE Nº 68;EUGENIA DE MONTIJO;JOAQUIN TURINA, CALLE Nº0 FTE Nº 68 EUGENIA DE MONTIJO;435668,8438;4469541;SI;34;435559,443;4469333,558;-3.759070308;40.37218498
359;;MARQUESINA MOD XXI 4-M STD;LATINA;MAESTRA JUSTA FREIRE;CALLE;55;ESQ C/DE LOS RODEOS;AV. RAFAEL FINAL;MAESTRA JUSTA FREIRE, CALLE Nº55 ESQ C/DE LOS RODEOS AV. RAFAEL FINAL;435143;4469861;SI;34, 155;435033,607;4469653,564;-3.76529657;40.37502691
360;7581;MARQUESINA MOD XXI 4-M STD;LATINA;MAESTRA JUSTA FREIRE;CALLE;68;ESQ C/ SOLEDAD CAZORLA;CTRA FORTUNA;MAESTRA JUSTA FREIRE, CALLE Nº68 ESQ C/ SOLEDAD CAZORLA CTRA FORTUNA;435126;4469788;SI;34, 155, N19;435016,606;4469580,564;-3.765489385;40.37436797
361;;MARQUESINA MOD XXI 4-M STD;LATINA;MAESTRA JUSTA FREIRE;CALLE;0;ESQ C/ BLAS CABRERA;C/ RAFAEL FINAT;MAESTRA JUSTA FREIRE, CALLE Nº0 ESQ C/ BLAS CABRERA C/ RAFAEL FINAT;435059,7188;4470144;SI;34, 155;434950,329;4469936,566;-3.766306384;40.3775698
362;7578;MARQUESINA MOD XXI 4-M STD;LATINA;MAESTRA JUSTA FREIRE;CALLE;0;DESP BLAS CABRERA;CTRA FORTUNA;MAESTRA JUSTA FREIRE, CALLE Nº0 DESP BLAS CABRERA CTRA FORTUNA;435044;4470135;SI;34, 155, N19;434934,611;4469927,566;-3.766490626;40.3774875
364;;MARQUESINA MOD XXI 5-M STD;LATINA;BLAS CABRERA;CALLE;80;ANT C/ JOSE DE CADALSO;MAESTRA JUSTA FREIRE;BLAS CABRERA, CALLE Nº80 ANTES C/ JOSE DE CADALSO MAESTRA JUSTA FREIRE;434803;4470107;SI;34, N19;434693,613;4469899,568;-3.769326623;40.37721644
365;;MARQUESINA MOD XXI 5-M STD;LATINA;BLAS CABRERA;CALLE;0;FTE Nº 54;AV. LAS AGUILAS;BLAS CABRERA, CALLE Nº0 FTE Nº 54 AV. LAS AGUILAS;434543,4688;4470190,5;SI;17, 34, 139;434434,085;4469983,071;-3.772392335;40.37794829
367;;MARQUESINA MOD XXI 4-M STD;LATINA;OLIVA DE PLASENCIA;CALLE;26;PROX. BLAS CABRERA;C/ MIRABEL;OLIVA DE PLASENCIA, CALLE Nº26 PROX. BLAS CABRERA C/ MIRABEL;434314;4470347;SI;34;434204,62;4470139,574;-3.77511151;40.37934004
370;;MARQUESINA MOD XXI 5-M STD;LATINA;MIRABEL;CALLE;0;FTE Nº 36;OLIVA PLASENCIA;MIRABEL, CALLE Nº0 FTE Nº 36 OLIVA PLASENCIA;433868;4470296;SI;34;433758,624;4470088,578;-3.780360009;40.37884533
372;;MARQUESINA MOD XXI 4-M STD;LATINA;LAS AGUILAS;AV;112;-;AV. AVIACION;LAS AGUILAS, AV. Nº112 - AV. AVIACION;433862;4470601;SI;17, 34;433752,627;4470393,579;-3.780462344;40.38159241
373;;MARQUESINA MOD XXI 5-M STD;LATINA;LAS AGUILAS;AV;20;(2 MARQ);AV AVIACION;LAS AGUILAS, AV. Nº20 (2 MARQ) AV AVIACION;434120,7813;4470632;SI;34;434011,406;4470424,576;-3.777417056;40.38189217
374;;MARQUESINA MOD XXI 5-M STD;LATINA;OLIVA DE PLASENCIA;CALLE;0;FTE Nº 27;BLAS CABRERA;OLIVA DE PLASENCIA, CALLE Nº0 FTE Nº 27 BLAS CABRERA;434158,3438;4470331;SI;34, 39, 117, N19;434048,965;4470123,575;-3.776943457;40.37918362
376;;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;EUGENIA DE MONTIJO;CALLE;0;FTE  Nº 116;GRAL RICARDOS;EUGENIA DE MONTIJO, CALLE Nº0 (1ª MAR) FRENTE AL Nº 116 GRAL RICARDOS;436350;4469750;SI;34, 35, 47, 139, N17;436240,594;4469542,552;-3.751068094;40.37412005
379;7545;MARQUESINA MOD XXI 5-M STD;CARABANCHEL;EUGENIA DE MONTIJO;CALLE;100;ESQ PZA PARTERRE;LEGANES;EUGENIA DE MONTIJO, CALLE Nº100 ESQ PZA PARTERRE  LEGANES;436353;4469884;SI;35, 47, N17;436243,595;4469676,552;-3.751046138;40.37532741
383;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;ULISES;CALLE;2;ESQ C/ARTURO SORIA;C/MOSCATELAR;ULISES, CALLE Nº2 ESQ C/ARTURO SORIA C/MOSCATELAR;444489,125;4478784;SI;120, 122;444379,712;4478576,489;-3.65598458;40.4560854
385;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MOSCATELAR;CALLE;0;JTO Nº 26 DE C/ ULISES;C/SILVANO;MOSCATELAR, CALLE Nº0 JTO Nº 26 DE C/ ULISES C/SILVANO;444693,7813;4478894;SI;120, 122;444584,368;4478686,487;-3.653580548;40.45708998
388;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;MOSCATELAR;CALLE;0;ESQ C/ PARMA;C/ ARTURO SORIA;MOSCATELAR, CALLE Nº0 ESQ C/ PARMA  C/ ARTURO SORIA;445060,6875;4478914;SI;120, 122;444951,274;4478706,482;-3.649255097;40.45729449
390;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;MOSCATELAR;CALLE;31;ANTES C/ PLAZA;C/ ARTURO SORIA;MOSCATELAR, CALLE Nº31 ANTES C/ PLAZA C/ ARTURO SORIA;445268;4478921;SI;120, 122;445158,585;4478713,479;-3.64681071;40.45737123
391;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;ESQ PZA LICEO;M - 40;SILVANO, CALLE Nº0 ESQ PZA LICEO M - 40;445524,5;4478978;SI;120, 122;445415,084;4478770,476;-3.643790502;40.45790158
394;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;FTE LICEO FRANCES;C/ MOSCATELAR;SILVANO, CALLE Nº0  FTE LICEO FRANCES C/ MOSCATELAR;445623,6563;4479171,5;SI;120, 122;445514,241;4478963,975;-3.642637645;40.45965122
396;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;DESP. C/ ALCORISA;C/ MOSCATELAR;SILVANO, CALLE Nº0  DESP. C/ ALCORISA C/ MOSCATELAR;445838,3125;4479398;SI;120, 122;445728,898;4479190,473;-3.640125283;40.46170567
397;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;ESQ C/ JOSE RIZAL;M - 40;SILVANO, CALLE Nº0  ESQ C/ JOSE RIZAL M - 40;446060;4479500;SI;120, 122;445950,585;4479292,471;-3.637519252;40.46263897
409;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;RAMON Y CAJAL;AV;105;PROX. C/ LOPEZ DE HOYOS;AV. CONCHA ESPINA;RAMON Y CAJAL, AVD Nº105 (2ª MAR) PROX. C/ LOPEZ DE HOYOS AV. CONCHA ESPINA;444010;4478527;SI;9, 72, 73, 120, N2;443900,587;4478319,494;-3.661612474;40.45373807
411;;MARQUESINA MOD XXI 4-M REDUCIDA;CHAMARTIN;RAMON Y CAJAL;AV;69;FTE Nº 58;CONCHA ESPINA;RAMON Y CAJAL, AVD Nº69 FTE Nº 58 CONCHA ESPINA;443422;4478413;SI;43, 120;443312,589;4478205,502;-3.668536644;40.45267127
413;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;RAMON Y CAJAL;AV;1;ESQ. C/ PRINCIPE DE VERGARA;AV. CONCHA ESPINA;RAMON Y CAJAL, AVD Nº1 ESQ. C/ PRINCIPE DE VERGARA AV. CONCHA ESPINA;442695;4478323;SI;43, 52, 120;442585,591;4478115,511;-3.677101937;40.45181069
415;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;PRINCIPE DE VERGARA;CALLE;203;ESQ. PZA. CATALUÑA.;MENENDEZ PELAYO;PRINCIPE DE VERGARA, CALLE Nº203 ESQ. PZA. CATALUÑA. MENENDEZ PELAYO;442615,9688;4478042;SI;16, 29, 52;442506,559;4477834,511;-3.678008534;40.44927386
417;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;DR. ARCE;AV;0;FTE Nº 22;REP. ARGENTINA;DR. ARCE, AV Nº0 FTE Nº 22 REP. ARGENTINA;442372;4477851;SI;16, 19;442262,59;4477643,514;-3.680868144;40.44753636
419;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;JOAQUIN COSTA;CALLE;27;-;PASEO DE CASTELLANA;JOAQUIN COSTA, CALLE Nº27 - PASEO DE CASTELLANA;441938,625;4477678;SI;7, C2;441829,216;4477470,519;-3.685962663;40.44594773
420;;MARQUESINA MOD XXI 4-M REDUCIDA ;CHAMARTIN;JOAQUIN COSTA;CALLE;18;-;FRANCISCO SILVELA;JOAQUIN COSTA, CALLE Nº18 - FRANCISCO SILVELA;441915;4477644;SI;7, C1;441805,591;4477436,519;-3.686238132;40.44563979
423;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;VELAZQUEZ;CALLE;8;ESQ. C/VILLANUEVA;C/JOAQUIN COSTA;VELAZQUEZ, CALLE Nº8 ESQ. C/VILLANUEVA C/JOAQUIN COSTA;442067;4475042;SI;1, 9, 19, 51, 74;441957,583;4474834,514;-3.684208598;40.42221034
426;;MARQUESINA MOD XXI 5-M REDUCIDA;SALAMANCA;VELAZQUEZ;CALLE;80;ESQ J.ORTEGA  GASSET;JOAQUIN COSTA;VELAZQUEZ, CALLE Nº80 ESQ J.ORTEGA  GASSET JOAQUIN COSTA;442133;4475920;SI;1, 9, 19, 51, 74, N4;442023,585;4475712,514;-3.683510541;40.43012439
427;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;VELAZQUEZ;CALLE;88;ESQ JUAN BRAVO;JOAQUIN COSTA;VELAZQUEZ, CALLE Nº88 ESQ JUAN BRAVO JOAQUIN COSTA;442144;4476145;SI;9, 19, 51, N4;442034,586;4475937,514;-3.683401344;40.43215206
428;;MARQUESINA MOD XXI 5-M STD;SALAMANCA;VELAZQUEZ;CALLE;104;ESQ DIEGO DE LEON;JOAQUIN COSTA;VELAZQUEZ, CALLE Nº104 ESQ DIEGO DE LEON JOAQUIN COSTA;442163;4476431;SI;9, 19, 51, N4;442053,586;4476223,514;-3.683203377;40.43472981
432;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;VELAZQUEZ;CALLE;146;-;AV DOCTOR ARCE;VELAZQUEZ, CALLE Nº146 - AV DOCTOR ARCE;442229;4477371;SI;16, 19, 51, N1;442119,588;4477163,514;-3.682510732;40.44320237
438;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;SERRANO;CALLE;215;ESQ C/VICTOR ANDRES BELAUNDE;PZA  INDEPENDENCIA;SERRANO, CALLE Nº215 ESQ C/VICTOR ANDRES BELAUNDE PZA  INDEPENDENCIA;442567;4478614;SI;51, N1;442457,594;4478406,514;-3.678637728;40.45442332
441;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;SERRANO;CALLE;183;-;PZA INDEPENDENC;SERRANO, CALLE Nº183 - PZA INDEPENDENC;442223;4478128;SI;7, 51, N1;442113,592;4477920,517;-3.682650348;40.45002136
444;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;SERRANO;CALLE;127;-;PZA INDEPENDENC;SERRANO, CALLE Nº127 -  PZA INDEPENDENC;441921;4477302;SI;16, 19, 51, N1;441811,59;4477094,518;-3.68613611;40.44255932
445;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;SERRANO;CALLE;111;-;PZA INDEPENDENC;SERRANO, CALLE Nº111 - PZA INDEPENDENC;441909;4477105;SI;16, 19, 51;441799,589;4476897,518;-3.686259587;40.44078381
452;;MARQUESINA MOD XXI 4-M STD;SALAMANCA;SERRANO;CALLE;0;FTE Nº 18;PZA INDEPENDENCIA;SERRANO, CALLE Nº0 FTE Nº 18 PZA INDEPENDENCIA;441709;4475143;SI;1, 9, 19, 51, 74, N4;441599,586;4474935,518;-3.688437788;40.42309518
453;;MARQUESINA MOD XXI 4-M STD;CHAMARTIN;CONCHA ESPINA;AV;18;ESQ. PZA. SAGRADOS CORAZONES;AV. RAMON Y CAJAL;CONCHA ESPINA, AV Nº18 ESQ. PZA. SAGRADOS CORAZONES AV. RAMON Y CAJAL;442021;4478327;SI;43, 120;441911,594;4478119,52;-3.685050581;40.45179997
457;;MARQUESINA MOD XXI 5-M REDUCIDA ;CHAMARTIN;RAMON Y CAJAL;AV;4;ESQ C/MARCENADO;C/ ARTURO SORIA;RAMON Y CAJAL, AVD Nº4 ESQ C/MARCENADO C/ ARTURO SORIA;442950;4478295;SI;43, 120;442840,59;4478087,508;-3.674092277;40.451576
459;;MARQUESINA MOD XXI 5-M STD;CHAMARTIN;RAMON Y CAJAL;AV;32;ESQ. C/ GABRIL Y GALAN;C/ ARTURO SORIA;RAMON Y CAJAL, AVD Nº32 ESQ. C/ GABRIL Y GALAN C/ ARTURO SORIA;443220;4478371;SI;43, 120;443110,59;4478163,504;-3.670915049;40.45227914
463;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;JOSE SILVA;CALLE;15;-;C/ ARTURO SORIA;JOSE SILVA, CALLE Nº15 - C/ ARTURO SORIA;444283,9688;4478651;SI;120;444174,556;4478443,491;-3.658392418;40.45487353
466;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;SILVANO;CALLE;0;Nº 105 A 117 ESQ C/ JOSE DOMINGO RUS;C/ MOSCATELAR;SILVANO, CALLE Nº0 Nº 105 A 117 ESQ C/ JOSE DOMINGO RUS C/ MOSCATELAR;446450,0625;4479521;SI;120, N3;446340,647;4479313,465;-3.632920351;40.46285338
467;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;ANDRES JAUREGUI;PZA;0;JTO PARQUE;C/ PEDROÑERAS;ANDRES JAUREGUI, PZA Nº0 JTO PARQUE C/ PEDROÑERAS;446733,5313;4479544;SI;120;446624,114;4479336,462;-3.629578838;40.4630788
469;;MARQUESINA MOD XXI 5-M REDUCIDA ;HORTALEZA;PEDROÑERAS;CALLE;0;FTE Nº 3;MOTA DEL CUERVO;PEDROÑERAS, CALLE Nº0 FTE Nº 3 MOTA DEL CUERVO;446693,6563;4479707,5;SI;73, 120;446584,24;4479499,963;-3.630062891;40.46454914
472;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;MOTA DEL CUERVO;CALLE;48;FTE Nº 13;C/PEDROÑERAS;MOTA DEL CUERVO, CALLE Nº48 FRENTE Nº 13 C/PEDROÑERAS;446551;4479740;SI;73, 120, N3;446441,585;4479532,465;-3.631748266;40.46483275
474;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;MOTA DEL CUERVO;CALLE;16;FTE Nº 1;C/PEDROÑERAS;MOTA DEL CUERVO, CALLE Nº16 FRTE Nº 1 C/PEDROÑERAS;446342;4479735;SI;73, 120, N3;446232,586;4479527,468;-3.634213018;40.46477423
476;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;EMIGRANTES;CALLE;0;ESQ CTRA DE CANILLAS;AV. DEL MACHUPICHU;EMIGRANTES, CALLE Nº0 ESQ CTRA DE CANILLAS AV. DEL MACHUPICHU;446165,4688;4479851;SI;112, 120, 153;446056,056;4479643,47;-3.63630506;40.4658078
477;;MARQUESINA MOD XXI 5-M STD;HORTALEZA;EMIGRANTES;CALLE;14;-;GTA MAR CRISTAL;EMIGRANTES, CALLE Nº14 - GTA MAR CRISTAL;446114,5313;4480035,5;SI;112, 120, 153;446005,119;4479827,972;-3.636921551;40.46746657
478;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;EMIGRANTES;CALLE;0;ESQ. C/ TRIBALDOS;AV. DEL MACHUPICHU;EMIGRANTES, CALLE Nº0 ESQ. C/ TRIBALDOS AV. DEL MACHUPICHU;446088,5;4480022;SI;112, 120, 153;445979,088;4479814,472;-3.637227457;40.46734326
480;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;AYACUCHO;CALLE;0;PZA. C/ SANDRO PERTINI;GRAN VIA D HORTALEZA;AYACUCHO, CALLE Nº0 PZA. C/ SANDRO PERTINI GRAN VIA D HORTALEZA;445692,4063;4480328,5;SI;87, 120, 125, 172, 172SF;445582,998;4480120,978;-3.641925826;40.47007856
484;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;VALDETORRE DEL JARAMA;CALLE;0;ESQ C/ ANGEL LUIS DE LA HERRAN;SANDRO PERTINI;VALDETORRE DEL JARAMA, CALLE Nº0 ESQ C/ ANGEL LUIS DE LA HERRAN SANDRO PERTINI;445425,1563;4480433;SI;120, 125, 172, 172SF;445315,749;4480225,482;-3.645087294;40.47100243
487;;MARQUESINA MOD XXI 4-M STD;HORTALEZA;VALDETORRE DEL JARAMA;CALLE;;ESQ. PZA. SANTOS DE HUMOSA;PZA. SANTOS DE HUMO;VALDETORRE DEL JARAMA, CALLE Nº ESQ. PZA. SANTOS DE HUMOSA PZA. SANTOS DE HUMO;445158,2813;4480624,5;SI;120, 125, 172, 172SF;445048,876;4480416,987;-3.648251947;40.47270998
492;;MARQUESINA MOD XXI 5-M STD;CHAMBERI;ALMAGRO;CALLE;30;ESQ C/ MARQUES RISCAL;C/ EDUARDO DATO;ALMAGRO, CALLE Nº30 ESQ C/ MARQUES RISCAL C/ EDUARDO DATO;441354,6875;4475959;SI;7;441245,278;4475751,522;-3.692689581;40.4304212
494;;MARQUESINA MOD XXI 4-M STD;CHAMBERI;ALMAGRO;CALLE;44;ESQ C/ EDUARDO DATO 25 M.;C/ EDUARDO DATO;ALMAGRO, CALLE Nº44 ESQ C/ EDUARDO DATO 25 M. C/ EDUARDO DATO;441458;4476165;SI;7;441348,59;4475957,521;-3.691490611;40.43228422
496;;MARQUESINA MOD XXI 4-M STD;FUENCARRAL-EL PARDO;CAMINO DE SANTIAGO;AV;7;DESP C/ ESTELLA;C/ PUERTO DE SOMPORT;CAMINO DE SANTIAGO, AV. Nº7 DESP C/ ESTELLA C/ PUERTO DE SOMPORT;442999,2188;4483311,5;SI;176;442889,838;4483104,025;-3.67396273;40.4967702
497;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;ARTURO SORIA;CALLE;278;ESQ C/ GOMEZ HERMANS  25 M.;M-40;ARTURO SORIA, CALLE Nº278 ESQ C/ GOMEZ HERMANS  25 M. M-40;443571;4480472;SI;7, 29, 107, N1;443461,6;4480264,507;-3.666962594;40.47122984
499;;MARQUESINA MOD XXI 5-M STD;CIUDAD LINEAL;ARTURO SORIA;CALLE;284;ESQ C/ ELADIO LOPEZ VILCHES;M-40;ARTURO SORIA, CALLE Nº284 ESQ C/ ELADIO LOPEZ VILCHES M-40;443525;4480702;SI;7, 29, 107;443415,602;4480494,509;-3.667525695;40.47329866
502;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;SAN LUIS;AV;0;ESQ C/ ARTURO SORIA;C/ ARTURO SORIA;SAN LUIS, AVD Nº0 ESQ C/ ARTURO SORIA C/ ARTURO SORIA;443494;4480985;SI;7, 107;443384,604;4480777,51;-3.667916602;40.47584594
503;;MARQUESINA MOD XXI 4-M STD;CIUDAD LINEAL;SAN LUIS;AV;;ESQ. C/MARQUES DE ALTAMIRA;PZA. SANTOS. HUMOSA;SAN LUIS, AVD Nº ESQ. C/MARQUES DE ALTAMIRA PZA. SANTOS. HUMOSA;443670;4480867;SI;7, 107, 125, N1;443560,602;4480659,507;-3.665829858;40.4747949
